population,image_index,image_id,class_index,snr_db,seed,family,mode,arm,header_accepted,body_crc_accepted,header_false_acceptance,header_fields_correct,payload_bits_correct,source_complete,source_correct,accepted_correct,source_bit_error_rate,candidate_prefix_scales,receiver_label,arithmetic_padding_reads,source_error,image_index_in_archive,prefix_sha256,source_pixels_sha256,received_sha256,transmitted_sha256,raw_payload_bits,actual_payload_bits,attempted_arithmetic_bits,arithmetic_length_field,raw_fallback,header_uses,data_uses,complex_uses,total_energy,header_payload_bits,header_crc_bits,header_tail_bits,header_coded_bits,data_crc_bits,data_tail_bits,data_mother_coded_bits,data_coded_bits,data_information_rate,psnr_db,lpips,dino
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2002,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,105,30,,13,9f18989eaabf2126159807b5552bf1beb9eef1809d94e0832dc6ad4175608683,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,abef7c57895f65f9b9cb297dd995d6f6d794167a701b6a4b49ddbb4ac9fdddc8,df2d55dbc4a27776d8ac2ecb4809be45a62e262c8582c78adc8a155a5889ed32,3060,2477,2477,2477,False,94,2966,3060,6120.0,25,16,6,188,16,6,4998,5932,0.4212744436952124,17.827455520629883,0.173181414604187,0.9601151943206787
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2002,arithmetic,9,arithmetic_m9,1,1,0,1,1,1,1,1,0.0,9,105,30,,23,6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,7a4e3954192a0922d8493daf6a107fa9ecee3c6a1ce1a19e40a39c6b498d3948,b0b437dd7ab19d9e6030c64a161f5c593b5f7dd5287d6dc6a19b691cafb0b1bb,5088,3992,3992,3992,False,94,2966,3060,6120.0,25,16,6,188,16,6,8028,5932,0.6766689143627782,19.22677230834961,0.13109707832336426,0.9679110050201416
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,105,0,,0,43dbf46b749287943619f1625408540e4199d322fd4ecd7b4b81293d9997b77d,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,b183779d8e0bd3708883a5a5b3c932946513d6489266ec3f3cf9a8df90e9af78,018a7986abd5213ad8c8d4b91fe6d12643ca2e97bd0108bdd877ba885de7fc0b,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.346851348876953,0.24061132967472076,0.9603190422058105
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,105,0,,13,9f18989eaabf2126159807b5552bf1beb9eef1809d94e0832dc6ad4175608683,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,1b825ae2f3014a03a922d7e9fde57884772b3f9e7665999e0e99bfb913cef502,a4193b6f31af53a6fb67b4fa40414434cb574d95dce5af08cea85fa33940148a,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.827455520629883,0.173181414604187,0.9601151943206787
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,raw,9,raw_m9,1,1,0,1,1,1,1,1,0.0,9,105,0,,23,6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,3d881c04d7e3a703207ac267e9fd775fe76bb4a24a859ca36e7819a2ee2fd342,478b19572288e2432ffceb884730ff149ec69aaafcd97be6a6643b08c902fb35,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,19.22677230834961,0.13109707832336426,0.9679110050201416
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,105,30,,0,43dbf46b749287943619f1625408540e4199d322fd4ecd7b4b81293d9997b77d,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,f33a5f89923827aac58e58c3cc51a1d5ebb629f5f4b5232b0bd7ce7430615e35,4b45f0984dc6fa4f5cbbf5802bac67448051fb514fc1058eaa72a50140127db3,1860,1539,1539,1539,False,94,2966,3060,6120.0,25,16,6,188,16,6,3122,5932,0.2631490222521915,16.346851348876953,0.24061132967472076,0.9603190422058105
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,105,30,,13,9f18989eaabf2126159807b5552bf1beb9eef1809d94e0832dc6ad4175608683,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,5504857db3a664429eba3e7153764cdde1e85c568de70aea0902cd55f6b9f031,df2d55dbc4a27776d8ac2ecb4809be45a62e262c8582c78adc8a155a5889ed32,3060,2477,2477,2477,False,94,2966,3060,6120.0,25,16,6,188,16,6,4998,5932,0.4212744436952124,17.827455520629883,0.173181414604187,0.9601151943206787
development,10,n01882714/ILSVRC2012_val_00019996_n01882714,105,19.0,2003,arithmetic,9,arithmetic_m9,1,1,0,1,1,1,1,1,0.0,9,105,30,,23,6f4305f3def6e01589c47ad4bbbaf1c6e6cc129ce79c2a584ff805f3ca775e4d,b2bb1bfcc62415aa32d898a4dc5e48c533b895d5a507861a0f4e2c2d93d34bc2,2a995e334430fad2f2e27b3624e194aab65fc81c6756e2770b33a404e360272e,b0b437dd7ab19d9e6030c64a161f5c593b5f7dd5287d6dc6a19b691cafb0b1bb,5088,3992,3992,3992,False,94,2966,3060,6120.0,25,16,6,188,16,6,8028,5932,0.6766689143627782,19.22677230834961,0.13109707832336426,0.9679110050201416
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,3792de596e9501e84c5ed6f5bb893ac055af102aa6c04e26f7fd06e38489a67e,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.03888888888888889,8,112,0,,1,8b14cfc443056ba328bda2f8e26b23065ac3cf9c640bcbe91d380e2f9193ddc1,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,7b8bd2ec6c0fbd8a5d0eb4fc914f6e2774d40de330ba8985a65da5ed42ef0fd6,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,14.989667892456055,0.30673637986183167,0.7457225322723389
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.5009827044025157,9,112,0,,2,5f9664da37f0b4a0a188dceced616cac9ea6404fd0c1068d8cef773d2b807d80,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,1bef87b58195cd5d42fddcfdf5528560bdcb1e4a8ec918e5ab810b4ae2cf4b74,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,9.430267333984375,0.7308048009872437,0.013152142986655235
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,112,30,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,0585bc6898c69cec2b5ede85f543f19a51c6d78d85bc56a7aeda20611dab06a4,e010b406e27ca2ad6d5244c63807478df31d19b79edfaac7ffc8316d15c3295e,1860,1593,1593,1593,False,94,2966,3060,6120.0,25,16,6,188,16,6,3230,5932,0.2722521915037087,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.37058823529411766,8,112,124,,3,781c2ca63207b824803de97790582ff2d626b2db5b862a3b2361003e6ba5ea26,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,bd044cb74cf6cd56ced90a27eb9dfe62049e033d31ddf0dda7291f1b4188a881,1149db2014498928e3ec88291c208b03e2614f7e37de2f4d62ae57f05d5b5699,3060,2596,2596,2596,False,94,2966,3060,6120.0,25,16,6,188,16,6,5236,5932,0.4413351314902225,13.411540985107422,0.4641408920288086,0.6783813834190369
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2001,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.49665880503144655,9,112,249,,4,c37e0e4f364abe51cc99f35c9c83965091bdc13818f950ccfd6814f63282ac43,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,5fce8a25c5f310a3d437a7490f7aea45238de7616b2f588765715fb5a9969798,765569d888cb0538478d298eb7bde4f881a7ab7d52e120358a6b3fdbab1ca1fb,5088,4279,4279,4279,False,94,2966,3060,6120.0,25,16,6,188,16,6,8602,5932,0.7250505731625084,9.143430709838867,0.7028130292892456,0.23834921419620514
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,e485e8aa6e4ed6c98736b861b507f4ea4fa0292761d37def146681f7e9eb94a6,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.09052287581699346,8,112,0,,5,b086eb5e17064e78bcd0533d4a6c439ba86de0e41d037e5b0e4af32e1ed1c3d6,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,f03038bbb57e7c84b349cec5428251d17b897d562d1a2e853d45da15a22e4db4,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,13.602704048156738,0.46429866552352905,0.3517165184020996
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.47700471698113206,9,112,0,,6,09c185d91fabb85a3692f45a7b74d69914fd169bfd8648818a18fd78e3495a39,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,1355e79d792360d91dbda5b998c0aac43b6a43f97999df4f67d27f65af1b7b35,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,9.496902465820312,0.6465466618537903,0.09301860630512238
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,112,30,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,5339cc4444e7d7ebb9ea4994dea536ddcdec7ce796e2520e7248ee381bbe2ae0,e010b406e27ca2ad6d5244c63807478df31d19b79edfaac7ffc8316d15c3295e,1860,1593,1593,1593,False,94,2966,3060,6120.0,25,16,6,188,16,6,3230,5932,0.2722521915037087,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.4398692810457516,8,112,122,,7,1266cd37b660620a0e1e1ba5022412cc716c0d7503c1f05e6b7b246340c12246,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,2b46a0649483764701c50e3369f2b24fe64c605c1ca8965cb498d660408e31ae,1149db2014498928e3ec88291c208b03e2614f7e37de2f4d62ae57f05d5b5699,3060,2596,2596,2596,False,94,2966,3060,6120.0,25,16,6,188,16,6,5236,5932,0.4413351314902225,12.868913650512695,0.44825947284698486,0.5853564739227295
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2002,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.48997641509433965,9,112,124,,8,bd35aa12a2e7aa0df05e9b471ef2cee83a6c46adc95dce8888883fea7b8dd17a,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,0d469857ca4fb99caed7b09be40e85237d521e63f07feba6e160f450330072a2,765569d888cb0538478d298eb7bde4f881a7ab7d52e120358a6b3fdbab1ca1fb,5088,4279,4279,4279,False,94,2966,3060,6120.0,25,16,6,188,16,6,8602,5932,0.7250505731625084,8.945432662963867,0.8101713061332703,0.1557125747203827
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,2591fedd38ecabc625a6ae7342b001c2147d3804ca59603c4a748ed91de19ab6,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.07091503267973856,8,112,0,,9,cc734894ff74037e20fcdcb2d288b683a92d93ed860b15f5ef521947d9d9f0ac,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,0e49862797e3a59870c562af6616b645b896976b5d2a7b28e712c63679197c13,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,13.096322059631348,0.44527480006217957,0.2886355519294739
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.48388364779874216,9,112,0,,10,47124dfab324ae4becccec608c535a69bb44bc8af00d3a84633cb40e7d7174d6,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,478a5f39e9b5f5da5c4173a82226b0d30ac9e88cc077b8aa6f15723ec9a6bce5,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,9.668692588806152,0.7624512314796448,0.04040808975696564
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,112,30,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,ec7fa2578d65538a7e56c3c780dac225cce0d9720fbcc01d402aaf63d3e721b0,e010b406e27ca2ad6d5244c63807478df31d19b79edfaac7ffc8316d15c3295e,1860,1593,1593,1593,False,94,2966,3060,6120.0,25,16,6,188,16,6,3230,5932,0.2722521915037087,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.4594771241830065,8,112,190,,11,6b3c312f4e25646684bf9fed07ebc76a65aaba7828a2f2eb3a48405253ace2db,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,3002723ad6a3c260f691101ff4426f7038f6c05bbd33dc5cb651c20829c3b271,1149db2014498928e3ec88291c208b03e2614f7e37de2f4d62ae57f05d5b5699,3060,2596,2596,2596,False,94,2966,3060,6120.0,25,16,6,188,16,6,5236,5932,0.4413351314902225,11.900792121887207,0.5880292654037476,0.42045527696609497
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,1.0,2003,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.49233490566037735,9,112,112,,12,166db371cae85abf79264d26c0897e9cd9b6122af3ccd297185eff00850a7547,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,9a0a6c9566c74afd68b31bbd0229f4bb216ab0d2ec61a08f692f21ff649fcbee,765569d888cb0538478d298eb7bde4f881a7ab7d52e120358a6b3fdbab1ca1fb,5088,4279,4279,4279,False,94,2966,3060,6120.0,25,16,6,188,16,6,8602,5932,0.7250505731625084,9.816557884216309,0.7140668034553528,0.23767545819282532
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,744812dadc569c14e787ccba5f49f2fea41071c6396983fce2b3510385546c48,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,112,0,,13,ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,70974cf4dca423a3f0389653263dd5ac399a3e0e40a9eeeb3be7b5caf3cbf805,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.42711639404297,0.21802157163619995,0.8665728569030762
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.26002358490566035,9,112,0,,14,83788617c68b007e78ba27286b9f04324dc3c23180f7c0ee775814e79125b9cf,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,74fcf88db6be63cd083137c31f8a32146445a713173f4b5dfb191ad104ffca69,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,11.76530647277832,0.5625130534172058,0.4227650463581085
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,112,30,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,98c4752566824b611af9854bd4e22155bdae4a4a68a51479b54d5467bbbd937d,e010b406e27ca2ad6d5244c63807478df31d19b79edfaac7ffc8316d15c3295e,1860,1593,1593,1593,False,94,2966,3060,6120.0,25,16,6,188,16,6,3230,5932,0.2722521915037087,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,112,30,,13,ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,2316f6d4f6a038d389ef57e9e90ae73cd9d0c1137af1f4c021fb7ea15663ffed,1149db2014498928e3ec88291c208b03e2614f7e37de2f4d62ae57f05d5b5699,3060,2596,2596,2596,False,94,2966,3060,6120.0,25,16,6,188,16,6,5236,5932,0.4413351314902225,17.42711639404297,0.21802157163619995,0.8665728569030762
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2001,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.48919025157232704,9,112,324,,15,8801bf1387ab60997a67c15ec7c1ccf4d1f3e7b020891aa798489928444e9f73,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,75a5b5dc7a161629588e95f5f16b588ce00f5f9aa9fde03e647eb46acbe40a42,765569d888cb0538478d298eb7bde4f881a7ab7d52e120358a6b3fdbab1ca1fb,5088,4279,4279,4279,False,94,2966,3060,6120.0,25,16,6,188,16,6,8602,5932,0.7250505731625084,9.663501739501953,0.6458329558372498,0.21192602813243866
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,50f9fecc59a320b4b6d68ba1cbe98a99ced49ab641b6a20274c0fb95d8c4162d,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,112,0,,13,ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,24c66150b2942f9776d9a646ed352af20294ac341a36de452e21c8a078cbbdd3,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.42711639404297,0.21802157163619995,0.8665728569030762
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.2873427672955975,9,112,0,,16,9c39a055720d714f411106c40468d7f5ff085607f7d47c2aff2a51ce7fc960dd,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,b3f37db0b9fd6366ee5d82ee33727f947b8f3f3fc9a1fc3562e33ed56ac7d294,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,10.81887435913086,0.597387969493866,0.2273813784122467
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,112,30,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,4bab7e17bc237d0775e560b42a32bcd544e01157de1a0bc92759dd7ee7d0f27c,e010b406e27ca2ad6d5244c63807478df31d19b79edfaac7ffc8316d15c3295e,1860,1593,1593,1593,False,94,2966,3060,6120.0,25,16,6,188,16,6,3230,5932,0.2722521915037087,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,112,30,,13,ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,421cbb8e331846a23be539982923e818631e07caf776e83380dec126b615221c,1149db2014498928e3ec88291c208b03e2614f7e37de2f4d62ae57f05d5b5699,3060,2596,2596,2596,False,94,2966,3060,6120.0,25,16,6,188,16,6,5236,5932,0.4413351314902225,17.42711639404297,0.21802157163619995,0.8665728569030762
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2002,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.46049528301886794,9,112,133,,17,d6d12fc76014de9821c70ecc88693bf81627fde6e1dd5ee893bcd636fa829905,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,825872413924e20e6f369c107d97cc50b66a0c0c9763772d605754fe4b06334a,765569d888cb0538478d298eb7bde4f881a7ab7d52e120358a6b3fdbab1ca1fb,5088,4279,4279,4279,False,94,2966,3060,6120.0,25,16,6,188,16,6,8602,5932,0.7250505731625084,13.053174018859863,0.4636548161506653,0.6032077670097351
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,112,0,,0,3b2c6a8004e7da741058eba0196dfd22d3acb8d6e89b450e87382de79e08e225,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,590967e5944146574cdb2473f93cad97a91f78e21e9564a029c5e7e6f63ea5a0,b26b003bf0af380258b9058256bcbf93a5d75032cd1801c0492b3c47a3f2a162,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,16.21218490600586,0.2629922330379486,0.8444234132766724
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2003,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,112,0,,13,ace97d98972231ef0f2ccbfdf7c206fcd0ee01f1f4a625452bfd0150ffd18d6b,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,872d706a38436dd5892a43c5e6d61e36575ba69925ce3cdc71a01309ea492161,c5c532e595350d670f692daf74eea5221a89c0422e6c6814a0fe375e2a01459c,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.42711639404297,0.21802157163619995,0.8665728569030762
development,11,n01943899/ILSVRC2012_val_00005706_n01943899,112,4.0,2003,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.25727201257861637,9,112,0,,18,578501a4212a38fe8e7bb87d894596a58112293542850800d049c7fae98d6864,4cb2373a0b87de6658118b3baa34de89add3bab2489fae317287223b68d543fa,7164d0f1ec88dac19f6d345e9971363aeec5d3e21bec2f922545b9b6a6a6b361,fb6698a34cca87728ec857f59b669788d83d630a6693738c9a50cfe468b918ff,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,10.101251602172852,0.6636288166046143,0.01585279032588005
